COMMONNAME,Minimum age at encounter,Banding date,Banding region,Age at banding,Sex,Encounter date,Encounter region,How bird and band were obtained,Condition of bird/band at encounter
Bobolink,8 years 01 months,6/16/1978,New York,Local,Unknown,7/10/1986,New York,Sight record: band read by telescope or other means while bird was free.,Alive - Released/Left On Bird
Bobolink,5 years 00 months,6/19/1968,Wisconsin,After Hatching Year,Male,6/24/1972,Wisconsin,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Bobolink,5 years 00 months,7/1/1967,Wisconsin,Local,Unknown,6/7/1972,Wisconsin,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Red-winged Blackbird,15 years 09 months,7/14/1967,New Jersey,Local,Unknown,3/8/1983,Michigan,Caught due to: injury,Alive - Released/Left On Bird
Red-winged Blackbird,14 years 05 months,10/3/1935,New York,Hatching Year,Male,11/26/1949,North Carolina,Shot.,Dead/Unknown
Tricolored Blackbird,13 years 03 months,9/23/1970,California,Hatching Year,Male,9/23/1983,California,Caught due to striking or being struck by: motor vehicle.,Dead/Removed
Tricolored Blackbird,12 years 10 months,5/31/1949,California,Local,Unknown,3/19/1962,California,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Tricolored Blackbird,10 years 02 months,6/6/1968,California,Local,Unknown,8/1/1978,Oregon,Found dead.,Dead/Removed
Yellow-shouldered Blackbird,12 years 07 months,8/19/1991,Puerto Rico,Local,Unknown,1/26/2004,Puerto Rico,Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Left On Bird
Eastern Meadowlark,8 years 08 months,6/14/1926,Pennsylvania,Juvenile,Unknown,2/16/1935,North Carolina,Shot.,Dead/Unknown
Western Meadowlark,6 years 06 months,3/3/1960,Colorado,After Hatching Year,Unknown,12/3/1965,Colorado,Found dead.,Dead/Removed
Yellow-headed Blackbird,11 years 08 months,6/20/1983,Saskatchewan,Local,Unknown,02/99/1995,Nebraska,Found dead.,Dead/Removed
Yellow-headed Blackbird,10 years 11 months,8/19/1974,North Dakota,After Hatching Year,Male,5/1/1984,Mexico,Shot.,Dead/Removed
Yellow-headed Blackbird,10 years 06 months,9/27/1965,California,Hatching Year,Male,12/22/1975,California,Found dead.,Dead/Left On Bird
Rusty Blackbird,8 years 07 months,4/6/1931,Arkansas,After Hatching Year,Unknown,1/30/1939,Mississippi,Shot.,Dead/Unknown
Brewer's Blackbird,12 years 06 months,5/7/1978,California,After Hatching Year,Male,12/15/1989,California,Found dead.,Dead/Removed
Brewer's Blackbird,10 years 03 months,3/19/1942,California,Unknown,Male,6/20/1952,California,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Common Grackle,23 years 01 months,10/1/1972,Minnesota,After Hatching Year,Male,7/7/1994,Minnesota,"Caught by or due to: hawks, owls, or other raptors.",Dead/Removed
Common Grackle,22 years 11 months,5/16/1983,Montana,After Hatching Year,Male,5/7/2005,Montana,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Common Grackle,20 years 01 months,4/23/1937,Illinois,Unknown,Male,5/5/1957,Michigan,Found dead.,Dead/Unknown
Common Grackle,11 years 07 months,6/17/1967,North Dakota,After Hatching Year,Female,1/19/1978,Louisiana,Found dead.,Dead/Removed
Boat-tailed Grackle,13 years 01 months,4/26/1990,South Carolina,Local,Female,5/5/2003,South Carolina,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Boat-tailed Grackle,11 years 11 months,6/10/1961,Maryland,Local,Unknown,5/14/1973,New Jersey,Bird caught or found dead in building or enclosure.,Alive - Released/Left On Bird
Great-tailed Grackle,7 years 09 months,10/1/1974,Texas,Hatching Year,Male,3/4/1982,Texas,Caught due to disease.,Dead/Removed
Bronzed Cowbird,8 years 00 months,6/1/2005,Texas,After Hatching Year,Male,6/24/2012,Texas,Found dead or injured on highway.,Dead/Removed
Bronzed Cowbird,6 years 11 months,5/22/1960,Ontario,After Hatching Year,Male,5/12/1966,Ontario,Shot.,Dead/Removed
Bronzed Cowbird,6 years 00 months,8/2/1987,Arizona,After Hatching Year,Female,6/20/1992,Arizona,Found dead.,Dead/Removed
Bronzed Cowbird,4 years 01 months,5/11/1986,Arizona,Second Year,Male,7/22/1989,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bronzed Cowbird,3 years 07 months,7/25/1971,Texas,After Hatching Year,Male,1/15/1974,Mexico,"Caught due to: entanglement in anything other than fishing gear, e.g., in wire, string, vines, fence, shrubs, etc.",Alive - In Captivity/Unknown
Brown-headed Cowbird,16 years 11 months,5/30/1969,Wisconsin,After Hatching Year,Male,5/17/1985,Wisconsin,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Brown-headed Cowbird,15 years 10 months,1/27/1964,Pennsylvania,After Hatching Year,Male,4/20/1979,Michigan,Found dead.,Dead/Removed
Orchard Oriole,11 years 00 months,5/4/2003,Maryland,After Second Year,Male,6/4/2012,Maryland,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Orchard Oriole,10 years 11 months,6/20/1994,Nebraska,Second Year,Male,5/21/2004,Nebraska,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Orchard Oriole,8 years 04 months,5/21/1932,South Dakota,Unknown,Unknown,93/99/1940,South Dakota,Found dead.,Dead/Unknown
Hooded Oriole,6 years 00 months,5/9/1967,California,Second Year,Male,6/28/1972,California,Found dead.,Dead/Removed
Bullock's Oriole,8 years 11 months,5/20/2000,Colorado,After Second Year,Male,5/21/2007,Colorado,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bullock's Oriole,7 years 00 months,6/26/1998,Utah,Hatching Year,Female,6/5/2005,Utah,Caught by or due to: cat,Dead/Left On Bird
Bullock's Oriole,6 years 07 months,9/2/1979,New Mexico,Hatching Year,Male,1/22/1986,Mexico,Caught by hand.,Alive - Released/Left On Bird
Bullock's Oriole,6 years 01 months,5/19/1971,Oregon,After Hatching Year,Male,7/1/1976,Oregon,Found dead.,Dead/Removed
Jamaican Oriole,12 years 02 months,11/14/1966,Jamaica and Cayman Islands,Unknown,Unknown,08/99/1978,Jamaica and Cayman Islands,Found dead.,Dead/Removed
Baltimore Oriole,12 years 00 months,7/28/1996,Minnesota,After Hatching Year,Unknown,82/99/2007,Minnesota,"Caught by or due to: hawks, owls, or other raptors.",Dead/Removed
Baltimore Oriole,11 years 07 months,12/31/1964,North Carolina,Unknown,Unknown,1/2/1976,North Carolina,Found dead.,Dead/Removed
Scott's Oriole,6 years 05 months,11/16/1969,Arizona,After Hatching Year,Male,11/30/1974,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Gray-crowned Rosy-Finch,6 years 07 months,12/6/1973,Alaska,Unknown,Female,1/17/1980,Alaska,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black Rosy-Finch,8 years 07 months,10/23/2000,Wyoming,After Hatching Year,Male,1/30/2008,Wyoming,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black Rosy-Finch,5 years 08 months,12/31/1960,Utah,Unknown,Unknown,2/4/1966,Utah,Collected as Scientific Specimen or captured for a Scientific Study. (NOT FOR BANDING),Dead/Left On Bird
Brown-capped Rosy-Finch,5 years 11 months,11/9/2002,Colorado,Hatching Year,Male,5/10/2008,Colorado,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Pine Grosbeak,9 years 09 months,12/14/1961,Connecticut,After Hatching Year,Male,3/15/1970,Québec,Found dead or injured on highway.,Dead/Removed
Laysan Finch,11 years 00 months,8/27/1991,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Second Year,Male,6/26/2000,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Laysan Finch,9 years 08 months,3/30/1985,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Second Year,"Female, sexed upon recapture",2/11/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Laysan Finch,7 years 00 months,3/20/1985,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Second Year,Male,6/14/1990,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Laysan Finch,6 years 00 months,3/21/1967,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Female,6/27/1972,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Nihoa Finch,12 years 00 months,6/4/1969,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,6/13/1980,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaii Amakihi,9 years 09 months,7/2/2003,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Hatching Year,Unknown,3/4/2013,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaii Amakihi,8 years 03 months,6/17/1981,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Male,9/28/1988,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaii Amakihi,7 years 08 months,12/29/1972,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Male,2/27/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaii Amakihi,5 years 00 months,3/18/1974,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,"Female, sexed upon recapture",6/21/1978,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Anianiau,4 years 03 months,3/9/2011,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Male,9/4/2014,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaii Creeper,8 years 09 months,2/24/2005,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Second Year,Unknown,3/14/2013,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Iiwi,8 years 09 months,4/23/1996,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Second Year,Male,3/23/2003,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Apapane,6 years 05 months,12/17/1978,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,11/12/1983,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Poo-uli,9 years 03 months,1/15/1997,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Second Year,Male,9/9/2004,"Oceania (including Hawaii), Australia, New Zealand and Phillipines","Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
House Finch,11 years 07 months,12/8/1973,New York,Unknown,Female,1/20/1985,New York,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
House Finch,11 years 07 months,1/9/1969,Maryland,After Hatching Year,Male,1/30/1980,Maryland,Caught due to: injury,Dead/Removed
House Finch,11 years 06 months,6/13/1980,Pennsylvania,Hatching Year,Unknown,12/22/1991,Pennsylvania,Found dead.,Dead/Removed
House Finch,10 years 11 months,4/23/1972,California,After Hatching Year,Female,5/8/1982,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Purple Finch,10 years 09 months,4/25/1956,Pennsylvania,After Hatching Year,Male,3/23/1966,Virginia,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Cassin's Finch,7 years 00 months,6/13/1974,Oregon,After Second Year,Male,6/22/1979,Oregon,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Cassin's Finch,6 years 10 months,4/11/1986,Utah,After Second Year,Male,4/28/1991,Utah,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Cassin's Finch,6 years 01 months,5/14/1975,Oregon,Second Year,"Male, sexed upon recapture",7/3/1980,Oregon,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Red Crossbill,8 years 00 months,6/15/2007,Idaho,After Hatching Year,Male,6/8/2014,Idaho,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
